"term","freq","s1","s2","s3","s4","prob"
"happy international women's day",7,"happy","international","women's","day",1
"happy star wars day",7,"happy","star","wars","day",1
"happy thanksgiving to all",7,"happy","thanksgiving","to","all",0.583333333333333
"happy to see you",7,"happy","to","see","you",0.189189189189189
"has been a great",7,"has","been","a","great",0.0476190476190476
"has been a long",7,"has","been","a","long",0.0476190476190476
"has been a very",7,"has","been","a","very",0.0476190476190476
"has been one of",7,"has","been","one","of",0.636363636363636
"has been so much",7,"has","been","so","much",0.25
"has given me a",7,"has","given","me","a",0.4375
"has in store for",7,"has","in","store","for",0.777777777777778
"has never been a",7,"has","never","been","a",0.21875
"has one of the",7,"has","one","of","the",0.777777777777778
"hate it when i",7,"hate","it","when","i",0.179487179487179
"hate it when people",7,"hate","it","when","people",0.179487179487179
"have a new server",7,"have","a","new","server",0.102941176470588
"have a safe trip",7,"have","a","safe","trip",0.212121212121212
"have a sense of",7,"have","a","sense","of",1
"have an awesome day",7,"have","an","awesome","day",0.466666666666667
"have been known to",7,"have","been","known","to",0.875
"have been on a",7,"have","been","on","a",0.28
"have no idea where",7,"have","no","idea","where",0.0534351145038168
"have no right to",7,"have","no","right","to",0.875
"have one of those",7,"have","one","of","those",0.411764705882353
"have something to do",7,"have","something","to","do",0.205882352941176
"have the time to",7,"have","the","time","to",0.318181818181818
"have to be careful",7,"have","to","be","careful",0.0330188679245283
"have to be in",7,"have","to","be","in",0.0330188679245283
"have to come to",7,"have","to","come","to",0.28
"have to figure out",7,"have","to","figure","out",0.7
"have to get my",7,"have","to","get","my",0.0729166666666667
"have to give up",7,"have","to","give","up",0.259259259259259
"have to go through",7,"have","to","go","through",0.0625
"have to look at",7,"have","to","look","at",0.25
"have to make a",7,"have","to","make","a",0.11864406779661
"have to say it",7,"have","to","say","it",0.0614035087719298
"have you ever been",7,"have","you","ever","been",0.0843373493975904
"have you ever heard",7,"have","you","ever","heard",0.0843373493975904
"have you ever wondered",7,"have","you","ever","wondered",0.0843373493975904
"have you read the",7,"have","you","read","the",0.4375
"having so much fun",7,"having","so","much","fun",0.875
"he is one of",7,"he","is","one","of",1
"he is trying to",7,"he","is","trying","to",1
"he knows how to",7,"he","knows","how","to",0.538461538461538
"he looks like a",7,"he","looks","like","a",0.636363636363636
"he needs to be",7,"he","needs","to","be",0.194444444444444
"he said he was",7,"he","said","he","was",0.162790697674419
"he wants to do",7,"he","wants","to","do",0.120689655172414
"head on over to",7,"head","on","over","to",0.777777777777778
"headed back to the",7,"headed","back","to","the",0.35
"help me with my",7,"help","me","with","my",0.538461538461538
"her out of the",7,"her","out","of","the",0.4375
"here is what i",7,"here","is","what","i",0.411764705882353
"hey thanks for following",7,"hey","thanks","for","following",0.241379310344828
"hope for the best",7,"hope","for","the","best",0.7
"hope it works out",7,"hope","it","works","out",0.777777777777778
"hope that you will",7,"hope","that","you","will",0.269230769230769
"hope to be back",7,"hope","to","be","back",0.318181818181818
"hope to see everyone",7,"hope","to","see","everyone",0.0482758620689655
"hope you are enjoying",7,"hope","you","are","enjoying",0.0945945945945946
"hope you enjoy it",7,"hope","you","enjoy","it",0.162790697674419
"how are you feeling",7,"how","are","you","feeling",0.0421686746987952
"how could i not",7,"how","could","i","not",0.259259259259259
"how could you not",7,"how","could","you","not",0.7
"how do we know",7,"how","do","we","know",0.166666666666667
"how do you think",7,"how","do","you","think",0.0386740331491713
"how is it that",7,"how","is","it","that",0.259259259259259
"how is that possible",7,"how","is","that","possible",0.411764705882353
"how is your day",7,"how","is","your","day",0.4375
"how long it would",7,"how","long","it","would",0.241379310344828
"how many of my",7,"how","many","of","my",0.12962962962963
"how many times i",7,"how","many","times","i",0.11864406779661
"how much you love",7,"how","much","you","love",0.159090909090909
"how old are you",7,"how","old","are","you",0.875
"how to make your",7,"how","to","make","your",0.0958904109589041
"hurry up and get",7,"hurry","up","and","get",0.333333333333333
"i'd be happy to",7,"i'd","be","happy","to",0.777777777777778
"i'd like to be",7,"i'd","like","to","be",0.0642201834862385
"i'd like to say",7,"i'd","like","to","say",0.0642201834862385
"i'd love to be",7,"i'd","love","to","be",0.0853658536585366
"i'll be back in",7,"i'll","be","back","in",0.241379310344828
"i'll be in the",7,"i'll","be","in","the",0.162790697674419
"i'll check it out",7,"i'll","check","it","out",1
"i'll see what i",7,"i'll","see","what","i",0.875
"i'll see you there",7,"i'll","see","you","there",0.25
"i'm going to bed",7,"i'm","going","to","bed",0.0168674698795181
"i'm going to buy",7,"i'm","going","to","buy",0.0168674698795181
"i'm going to sleep",7,"i'm","going","to","sleep",0.0168674698795181
"i'm proud of you",7,"i'm","proud","of","you",0.368421052631579
"i'm so sorry i",7,"i'm","so","sorry","i",0.368421052631579
"i'm too lazy to",7,"i'm","too","lazy","to",0.875
"i've been wanting to",7,"i've","been","wanting","to",0.7
"i already have a",7,"i","already","have","a",0.205882352941176
"i am a very",7,"i","am","a","very",0.0300429184549356
"i am able to",7,"i","am","able","to",1
"i am having a",7,"i","am","having","a",0.411764705882353
"i am here to",7,"i","am","here","to",0.304347826086957
"i am hoping to",7,"i","am","hoping","to",0.333333333333333
"i am not saying",7,"i","am","not","saying",0.0244755244755245
"i am on a",7,"i","am","on","a",0.159090909090909
"i am so thankful",7,"i","am","so","thankful",0.0318181818181818
"i am still working",7,"i","am","still","working",0.0736842105263158
"i am thinking of",7,"i","am","thinking","of",0.233333333333333
"i am very happy",7,"i","am","very","happy",0.14
"i am who i",7,"i","am","who","i",1
"i believe in the",7,"i","believe","in","the",0.152173913043478
"i believe it is",7,"i","believe","it","is",0.225806451612903
"i believe there are",7,"i","believe","there","are",0.7
"i bet you are",7,"i","bet","you","are",0.241379310344828
"i came across this",7,"i","came","across","this",0.205882352941176
"i can do that",7,"i","can","do","that",0.0636363636363636
"i can feel it",7,"i","can","feel","it",0.241379310344828
"i can feel the",7,"i","can","feel","the",0.241379310344828
"i can hear the",7,"i","can","hear","the",0.269230769230769
"i can help you",7,"i","can","help","you",0.269230769230769
"i can say that",7,"i","can","say","that",0.125
"i can see how",7,"i","can","see","how",0.0714285714285714
"i can see why",7,"i","can","see","why",0.0714285714285714
"i can take a",7,"i","can","take","a",0.175
"i cant tell you",7,"i","cant","tell","you",0.583333333333333
"i could listen to",7,"i","could","listen","to",0.777777777777778
"i couldn't be more",7,"i","couldn't","be","more",0.466666666666667
"i couldn't find the",7,"i","couldn't","find","the",0.333333333333333
"i dare you to",7,"i","dare","you","to",0.875
"i decided to give",7,"i","decided","to","give",0.0309734513274336
"i did not get",7,"i","did","not","get",0.0636363636363636
"i didn't know what",7,"i","didn't","know","what",0.0760869565217391
"i don't have anything",7,"i","don't","have","anything",0.0378378378378378
"i don't need a",7,"i","don't","need","a",0.142857142857143
"i don't think i'll",7,"i","don't","think","i'll",0.0292887029288703
"i don't think my",7,"i","don't","think","my",0.0292887029288703
"i feel like my",7,"i","feel","like","my",0.0192307692307692
"i feel like part",7,"i","feel","like","part",0.0192307692307692
"i feel like they",7,"i","feel","like","they",0.0192307692307692
"i felt as if",7,"i","felt","as","if",0.466666666666667
"i felt like it",7,"i","felt","like","it",0.111111111111111
"i finally decided to",7,"i","finally","decided","to",0.777777777777778
"i find it hard",7,"i","find","it","hard",0.175
"i find it so",7,"i","find","it","so",0.175
"i forgot about that",7,"i","forgot","about","that",0.388888888888889
"i found out that",7,"i","found","out","that",0.170731707317073
"i get a rt",7,"i","get","a","rt",0.0625
"i get out of",7,"i","get","out","of",0.777777777777778
"i go back to",7,"i","go","back","to",0.5
"i got to get",7,"i","got","to","get",0.0573770491803279
"i guess i could",7,"i","guess","i","could",0.0583333333333333
"i guess i need",7,"i","guess","i","need",0.0583333333333333
"i guess i was",7,"i","guess","i","was",0.0583333333333333
"i had a friend",7,"i","had","a","friend",0.0190217391304348
"i had a hard",7,"i","had","a","hard",0.0190217391304348
"i had a really",7,"i","had","a","really",0.0190217391304348
"i had a very",7,"i","had","a","very",0.0190217391304348
"i had so much",7,"i","had","so","much",0.7
"i had to say",7,"i","had","to","say",0.0183727034120735
"i hate that i",7,"i","hate","that","i",0.194444444444444
"i have a good",7,"i","have","a","good",0.0113085621970921
"i have a great",7,"i","have","a","great",0.0113085621970921
"i have a problem",7,"i","have","a","problem",0.0113085621970921
"i have always loved",7,"i","have","always","loved",0.132075471698113
"i have always wanted",7,"i","have","always","wanted",0.132075471698113
"i have an idea",7,"i","have","an","idea",0.107692307692308
"i have been able",7,"i","have","been","able",0.0192307692307692
"i have been doing",7,"i","have","been","doing",0.0192307692307692
"i have been meaning",7,"i","have","been","meaning",0.0192307692307692
"i have been so",7,"i","have","been","so",0.0192307692307692
"i have been thinking",7,"i","have","been","thinking",0.0192307692307692
"i have ever had",7,"i","have","ever","had",0.0945945945945946
"i have no doubt",7,"i","have","no","doubt",0.032258064516129
"i hope that this",7,"i","hope","that","this",0.102941176470588
"i hope to have",7,"i","hope","to","have",0.0786516853932584
"i hope we can",7,"i","hope","we","can",0.35
"i hope you find",7,"i","hope","you","find",0.028
"i just don't get",7,"i","just","don't","get",0.101449275362319
"i just got back",7,"i","just","got","back",0.0760869565217391
"i just got home",7,"i","just","got","home",0.0760869565217391
"i just sent you",7,"i","just","sent","you",0.4375
"i just wanna go",7,"i","just","wanna","go",0.142857142857143
"i knew i wanted",7,"i","knew","i","wanted",0.125
"i knew that i",7,"i","knew","that","i",0.155555555555556
"i knew there was",7,"i","knew","there","was",1
"i know exactly what",7,"i","know","exactly","what",0.7
"i know how much",7,"i","know","how","much",0.132075471698113
"i know i don't",7,"i","know","i","don't",0.0327102803738318
"i know is that",7,"i","know","is","that",0.35
"i know that this",7,"i","know","that","this",0.0479452054794521
"i know you have",7,"i","know","you","have",0.0721649484536082
"i like to do",7,"i","like","to","do",0.0479452054794521
"i love how the",7,"i","love","how","the",0.0921052631578947
"i love that i",7,"i","love","that","i",0.0588235294117647
"i love the way",7,"i","love","the","way",0.0294117647058824
"i love u too",7,"i","love","u","too",0.134615384615385
"i loved it i",7,"i","loved","it","i",0.170731707317073
"i made it through",7,"i","made","it","through",0.142857142857143
"i may as well",7,"i","may","as","well",1
"i may not have",7,"i","may","not","have",0.170731707317073
